,0,1,2,cluster
125,7.6,5.55,6.58,0
126,6.71,7.75,8.5,0
127,4.88,6.63,7.25,0
128,7.34,7.9,8.12,0
129,5.69,5.46,8.5,0
130,6.58,8.03,7.88,0
131,8.29,5.84,6.44,0
132,6.56,8.47,8.21,0
133,6.85,9.74,6.72,0
134,7.4,8.3,6.16,0
135,5.54,5.91,6.7,0
136,6.13,8.91,8.13,0
137,6.8,6.85,7.45,0
138,8.84,6.79,7.82,0
139,7.34,6.6,5.16,0
140,7.04,7.07,5.93,0
141,7.38,7.22,8.19,0
142,9.87,7.25,6.6,0
143,5.03,7.12,8.74,0
144,6.68,5.94,7.78,0
145,8.17,6.45,5.77,0
146,6.63,6.86,6.95,0
147,7.19,4.77,6.88,0
148,8.19,8.1,6.13,0
149,8.16,6.73,6.22,0
150,8.39,6.55,7.33,0
151,7.08,7.28,6.74,0
152,7.2,6.65,5.13,0
153,8.09,6.95,5.03,0
154,7.48,7.61,9.82,0
155,6.83,5.67,6.83,0
156,10.2,7.52,7.76,0
157,7.04,5.69,5.79,0
158,7.46,6.73,6.49,0
159,7.26,8.42,9.38,0
160,5.61,6.19,6.03,0
161,7.17,7.37,8.91,0
162,5.01,8.02,5.57,0
163,7.34,6.2,6.42,0
164,6.69,6.83,4.98,0
165,4.79,7.67,6.88,0
166,7.23,6.0,6.73,0
167,8.15,8.56,5.69,0
168,6.54,6.98,7.37,0
169,8.46,6.38,6.34,0
170,6.26,8.17,7.17,0
171,7.19,7.99,7.0,0
172,6.08,7.17,7.22,0
173,7.13,5.15,9.24,0
174,5.91,5.75,5.59,0
175,7.28,6.84,7.61,0
176,7.63,5.98,5.65,0
177,6.58,6.96,5.75,0
178,7.62,6.23,7.82,0
179,6.61,6.75,6.52,0
180,5.94,6.86,8.36,0
181,7.23,6.63,6.43,0
182,7.43,4.5,6.46,0
183,7.21,7.52,6.96,0
184,5.56,7.17,7.78,0
185,7.79,5.2,7.39,0
186,7.86,5.7,7.06,0
187,6.51,6.95,8.38,0
188,9.34,9.42,6.8,0
189,7.54,6.36,7.27,0
190,7.9,7.32,9.13,0
191,7.4,7.34,8.24,0
192,7.93,7.35,7.0,0
193,7.54,8.07,7.68,0
194,7.59,6.73,7.61,0
195,6.53,6.83,6.91,0
196,5.94,9.52,8.12,0
197,7.85,5.63,6.17,0
198,8.6,7.38,6.81,0
199,8.55,8.47,5.33,0
