,0,1,cluster
179,-0.433107466,0.828061101,2
180,-0.432542015,0.90632433,2
181,-0.424711657,0.790473661,2
182,-0.423838394,0.97290212,2
183,-0.421749199,0.827406538,2
184,-0.405969996,0.919940837,2
185,-0.391603583,0.739387493,2
186,-0.388281056,0.913408037,2
187,-0.382602216,0.938433777,2
188,-0.373548562,0.871997304,2
189,-0.361093851,0.880112217,2
190,-0.349187197,0.849006533,2
191,-0.34424622,0.87252964,2
192,-0.335397324,0.983345696,2
193,-0.325542193,0.920906413,2
194,-0.32035264,0.924742097,2
195,-0.306659288,0.966378294,2
196,-0.29946395,1.052512165,2
197,-0.292254181,0.929710204,2
198,-0.292220381,0.80801792,2
199,-0.291783885,0.814451006,2
200,-0.280472165,0.846379266,2
201,-0.273533572,0.95796992,2
202,-0.273485227,1.059350875,2
203,-0.270238333,0.914784696,2
204,-0.266967382,0.960675048,2
205,-0.244185364,1.083820361,2
206,-0.241402682,0.80660888,2
207,-0.238360454,0.883855668,2
208,-0.238323033,0.935891415,2
209,-0.233188106,0.998684042,2
210,-0.230189768,0.968362232,2
211,-0.225114245,0.990045774,2
212,-0.209857171,0.997473702,2
213,-0.207677416,1.00827877,2
214,-0.206561273,0.969870604,2
215,-0.202447722,1.036004676,2
216,-0.200754113,0.964783409,2
217,-0.189060313,0.201772539,2
218,-0.189030104,1.030516203,2
219,-0.188949653,0.912978012,2
220,-0.187780474,0.930218427,2
221,-0.179499224,0.943015049,2
222,-0.170598943,0.922687287,2
223,-0.162834982,0.919898749,2
224,-0.160177194,1.055315469,2
225,-0.13849986,1.026466984,2
226,-0.132535306,0.918102583,2
227,-0.13168431,1.107715628,2
228,-0.122600174,1.127630465,2
229,-0.11848903,0.94988121,2
230,-0.112860274,1.009194194,2
231,-0.109858255,0.940071324,2
232,-0.093629178,0.959552781,2
233,-0.090986171,1.005281185,2
241,-0.067210398,0.946116238,2
242,-0.065174557,1.13968675,2
243,-0.064616741,1.001267108,2
246,-0.059289662,1.064657687,2
249,-0.048277717,1.130597498,2
250,-0.045141149,1.001950297,2
251,-0.041858814,0.976629833,2
253,-0.037176142,1.023558723,2
258,-0.024142391,1.040671193,2
260,-0.021786681,1.055542789,2
261,-0.020379623,1.13630563,2
262,-0.01789433,1.008952032,2
264,-0.012253713,1.09441454,2
265,-0.011409951,1.08682757,2
267,-0.007146506,0.99003784,2
270,-0.003168519,1.062663779,2
273,0.000992909,1.059881065,2
281,0.008210596,1.047199872,2
