,0,1,2,cluster
125,6.42,4.87,6.52,0
126,6.48,7.08,7.41,0
127,5.66,4.37,6.84,0
128,6.44,4.98,6.45,0
129,5.63,7.09,5.73,0
130,5.63,6.61,6.02,0
131,5.99,5.21,4.92,0
132,4.54,7.07,7.19,0
133,6.72,6.2,6.75,0
134,5.76,6.08,5.76,0
135,5.15,4.8,5.08,0
136,6.15,4.6,7.78,0
137,4.91,5.94,5.77,0
138,5.85,5.93,7.08,0
139,5.66,6.83,5.89,0
140,3.43,4.48,6.57,0
141,4.91,7.03,7.96,0
142,6.55,5.21,4.9,0
143,5.0,4.37,5.03,0
144,5.24,6.83,6.04,0
145,4.88,7.61,5.29,0
146,4.96,6.48,7.03,0
147,6.12,5.59,4.65,0
148,6.09,5.97,6.37,0
149,5.16,5.05,6.18,0
150,4.82,6.23,5.31,0
151,7.6,6.97,5.65,0
152,5.94,6.41,7.2,0
153,6.09,6.43,7.21,0
154,4.34,4.92,6.05,0
155,6.38,5.94,5.33,0
156,6.76,6.71,5.9,0
157,4.86,4.93,3.8,0
158,7.08,5.28,4.87,0
159,4.66,5.88,7.36,0
160,5.81,6.22,5.29,0
161,6.71,7.79,6.51,0
162,6.78,5.77,5.07,0
163,5.86,5.09,7.32,0
164,5.03,5.42,5.26,0
165,6.87,4.01,3.56,0
166,7.15,5.62,4.77,0
167,5.88,5.4,6.11,0
168,6.94,6.84,4.97,0
169,6.45,5.43,3.68,0
170,4.38,7.49,5.11,0
171,7.77,5.44,5.51,0
172,4.7,6.46,5.76,0
173,4.28,7.39,5.71,0
174,6.36,5.94,6.43,0
175,6.2,6.91,7.01,0
176,5.4,5.43,6.52,0
177,5.43,6.2,4.85,0
178,7.26,5.5,5.88,0
179,6.74,6.22,6.43,0
180,6.26,6.78,6.26,0
181,6.84,6.49,4.83,0
182,5.57,7.09,7.97,0
183,6.25,5.97,4.41,0
184,6.21,5.86,4.42,0
185,4.26,5.95,6.24,0
186,7.49,4.32,5.79,0
187,5.79,4.6,7.19,0
188,7.1,6.28,5.45,0
189,6.48,6.26,5.86,0
190,6.34,4.88,5.95,0
191,6.57,4.82,5.33,0
192,6.53,6.74,5.75,0
193,5.4,5.21,5.15,0
194,6.63,5.22,6.03,0
195,5.42,7.24,3.8,0
196,5.0,5.12,5.17,0
197,6.5,4.36,7.2,0
198,4.38,5.89,4.55,0
199,6.68,5.9,6.33,0
